,Name,Sponsor,City,State,Area,ZIP,Hardiness,address,lon,lat
254,Sinnissippi Gardens,NA,Rockford,IL,NA,61101,5b,"Rockford ,  IL",-89.0939952,42.2711311
255,Tinker Swiss Cottage and Gardens,NA,Rockford,IL,NA,61101,5b,"Rockford ,  IL",-89.0939952,42.2711311
256,Lincoln Memorial Gardens,NA,Springfield,IL,100,62701,5b,"Springfield ,  IL",-89.6501481,39.7817213
257,Washington Park (Springfield),NA,Springfield,IL,150.3,62701,5b,"Springfield ,  IL",-89.6501481,39.7817213
258,University of Illinois Arboretum,University of Illinois,Urbana,IL,160,61801,5b,"Urbana ,  IL",-88.2072697,40.1105875
259,University of Illinois Conservatory and Plant Collection,University of Illinois,Urbana,IL,NA,61801,5b,"Urbana ,  IL",-88.2072697,40.1105875
260,Cantigny Park,NA,Wheaton,IL,500,60187,5b,"Wheaton ,  IL",-88.1070127,41.8661403
261,Kaskaskia College Arboretum,Kaskaskia College,Centralia,IL,NA,62801,6a,"Centralia ,  IL",-89.1316944,38.5285169
262,Garfield Park Conservatory,NA,Chicago,IL,12,60290,6a,"Chicago ,  IL",-87.6297982,41.8781136
263,Lincoln Park Conservatory,NA,Chicago,IL,3,60290,6a,"Chicago ,  IL",-87.6297982,41.8781136
264,University of Chicago Botanic Garden,University of Chicago,Chicago,IL,NA,60290,6a,"Chicago ,  IL",-87.6297982,41.8781136
265,The Gardens at SIUE,Southern Illinois University,Edwardsville,IL,35,62025,6a,"Edwardsville ,  IL",-89.953157,38.8114364
266,Oak Park Conservatory,NA,Oak Park,IL,2,60301,6a,"Oak Park ,  IL",-87.7845025,41.8850317
267,Huntington University Arboretum and Botanical Garden,Huntington University,Huntington,IN,NA,46750,5b,"Huntington ,  IN",-85.497476,40.8831011
268,Jerry E. Clegg Botanic Garden,NA,Lafayette,IN,16,47901,5b,"Lafayette ,  IN",-86.8752869,40.4167022
269,Greenfield Herb Garden,NA,Shipshewana,IN,NA,46565,5b,"Shipshewana ,  IN",-85.5802634,41.6728282
270,Taltree Arboretum and Gardens,NA,Valparaiso,IN,360,46383,5b,"Valparaiso ,  IN",-87.0611412,41.4730948
271,Purdue University Horticulture Gardens,Purdue University,West Lafayette,IN,0.5,47906,5b,"West Lafayette ,  IN",-86.9080655,40.4258686
272,Indiana University Arboretum,Indiana University,Bloomington,IN,NA,47401,6a,"Bloomington ,  IN",-86.5263857,39.165325
273,Foellinger-Freimann Botanical Conservatory,City of Fort Wayne Parks and Recreation,Fort Wayne,IN,NA,46801,6a,"Fort Wayne ,  IN",-85.1393513,41.079273
274,Garfield Park Conservatory and Sunken Gardens,City of Indianapolis Parks and Recreation,Indianapolis,IN,3,46201,6a,"Indianapolis ,  IN",-86.158068,39.768403
275,Holcomb Gardens,Butler University,Indianapolis,IN,20,46201,6a,"Indianapolis ,  IN",-86.158068,39.768403
276,Lilly House and Gardens,Indianapolis Museum of Art,Indianapolis,IN,26,46201,6a,"Indianapolis ,  IN",-86.158068,39.768403
277,White River Gardens,Indianapolis Zoo,Indianapolis,IN,3.3,46201,6a,"Indianapolis ,  IN",-86.158068,39.768403
278,Christy Woods,Ball State University,Muncie,IN,18,47302,6a,"Muncie ,  IN",-85.3863599,40.1933767
279,Wheeler Orchid Collection and Species Bank,Ball State University,Muncie,IN,18,47302,6a,"Muncie ,  IN",-85.3863599,40.1933767
280,Hayes Arboretum,Stanley W. Hayes Research Foundation,Richmond,IN,355,47374,6a,"Richmond ,  IN",-84.8902382,39.8289369
281,Potawatomi Conservatories,NA,South Bend,IN,NA,46601,6a,"South Bend ,  IN",-86.2519898,41.6763545
282,International Forest of Friendship,NA,Atchison,KS,NA,66002,6a,"Atchison ,  KS",-95.1216356,39.5630521
283,Kansas State University Gardens,Kansas State University,Manhattan,KS,19,66502,6a,"Manhattan ,  KS",-96.5716694,39.1836082
284,Overland Park Arboretum and Botanical Gardens,Overland Park Kansas,Overland Park,KS,300,66062,6a,"Overland Park ,  KS",-94.6707917,38.9822282
285,Reinisch Rose Garden and Doran Rock Garden,NA,Topeka,KS,NA,66601,6a,"Topeka ,  KS",-95.6751576,39.0473451
286,Ward-Meade Park Botanical Gardens,NA,Topeka,KS,2.5,66601,6a,"Topeka ,  KS",-95.6751576,39.0473451
287,Kansas Landscape Arboretum,NA,Wakefield,KS,193,67487,6a,"Wakefield ,  KS",-97.0142427,39.2156788
288,Bartlett Arboretum,NA,Belle Plaine,KS,20,67013,6b,"Belle Plaine ,  KS",-97.281155,37.3939098
289,Dyck Arboretum of the Plains,NA,Hesston,KS,13,67062,6b,"Hesston ,  KS",-97.4314267,38.1383437
290,Parsons Arboretum,NA,Parsons,KS,19,67357,6b,"Parsons ,  KS",-95.2610838,37.3403384
291,Botanica The Wichita Gardens,NA,Wichita,KS,17.6,67147,6b,"Wichita ,  KS",-97.330053,37.6871761
292,Sedgwick County Extension Arboretum,NA,Wichita,KS,NA,67205,6b,"Wichita ,  KS",-97.330053,37.6871761
293,Boone County Arboretum,NA,Union,KY,121,41091,6a,"Union ,  KY",-84.680501,38.9458951
294,Baker Arboretum,NA,Bowling Green,KY,NA,42101,6b,"Bowling Green ,  KY",-86.4808043,36.9685219
295,Bernheim Arboretum and Research Forest,NA,Clermont,KY,15625,40110,6b,"Clermont ,  KY",-85.6527355,37.9297858
296,Yew Dell Botanical Gardens,NA,Crestwood,KY,60,40014,6b,"Crestwood ,  KY",-85.4724593,38.3242355
297,Kentucky Horse Park Arboretum,NA,Lexington,KY,NA,40502,6b,"Lexington ,  KY",-84.5037164,38.0405837
298,Lexington Cemetery,NA,Lexington,KY,170,40502,6b,"Lexington ,  KY",-84.5037164,38.0405837
299,University of Kentucky/Lexington-Fayette Urban County Government Arboretum,University of Kentucky,Lexington,KY,100,40502,6b,"Lexington ,  KY",-84.5037164,38.0405837
300,Western Kentucky Botanical Garden,NA,Owensboro,KY,9.5,42301,6b,"Owensboro ,  KY",-87.1111676,37.7719074
301,Nannine Clay Wallis Arboretum,NA,Paris,KY,4,40361,6b,"Paris ,  KY",-84.2529869,38.2097987
302,University of Kentucky Research and Education Center Botanical Garden,University of Kentucky,Princeton,KY,1300,42445,6b,"Princeton ,  KY",-87.8819594,37.1092162
303,Cave Hill Cemetery,NA,Louisville,KY,296,40201,7a,"Louisville ,  KY",-85.7584557,38.2526647
304,Louisiana Tech University Arboretum,Louisiana Tech University,Ruston,LA,50,71270,8a,"Ruston ,  LA",-92.637927,32.5232053
305,Independence Park Botanic Gardens,NA,Baton Rouge,LA,15,70801,8b,"Baton Rouge ,  LA",-91.1871466,30.4514677
306,Laurens Henry Cohn Sr. Memorial Plant Arboretum,NA,Baton Rouge,LA,16,70801,8b,"Baton Rouge ,  LA",-91.1871466,30.4514677
307,LSU AgCenter Botanic Gardens,Louisiana State University,Baton Rouge,LA,NA,70801,8b,"Baton Rouge ,  LA",-91.1871466,30.4514677
308,LSU Hilltop Arboretum,Louisiana State University,Baton Rouge,LA,14,70801,8b,"Baton Rouge ,  LA",-91.1871466,30.4514677
309,Hodges Gardens State Park,NA,Many,LA,4700,71449,8b,"Many ,  LA",-93.4840645,31.5687848
310,Biedenharn Museum and Gardens,NA,Monroe,LA,1,71201,8b,"Monroe ,  LA",-92.1193012,32.5093109
311,The Gardens of the American Rose Center,NA,Shreveport,LA,118,71101,8b,"Shreveport ,  LA",-93.7501789,32.5251516
312,Jungle Gardens,NA,Avery Island,LA,170,70513,9a,"Avery Island ,  LA",-91.9050391,29.8967541
313,Louisiana State Arboretum,NA,Ville Platte,LA,600,70586,9a,"Ville Platte ,  LA",-92.2715157,30.6879749
314,Longue Vue House and Gardens,NA,New Orleans,LA,8,70112,9b,"New Orleans ,  LA",-90.0715323,29.9510658
315,New Orleans Botanical Garden,NA,New Orleans,LA,12,70112,9b,"New Orleans ,  LA",-90.0715323,29.9510658
316,Hebert Arboretum,NA,Pittsfield,MA,231,1201,5b,"Pittsfield ,  MA",-73.2453824,42.4500845
317,Berkshire Botanical Garden,NA,Stockbridge,MA,15,1262,5b,"Stockbridge ,  MA",-73.3203862,42.2875874
318,Hadwen Arboretum,NA,Worcester,MA,6.4,1601,5b,"Worcester ,  MA",-71.8022934,42.2625932
319,Tower Hill Botanic Garden,Worcester County Horticultural Society,Boylston,MA,171,1505,6a,"Boylston ,  MA",-71.6908142,42.3889953
320,Garden in the Woods,NA,Framingham,MA,45,1701,6a,"Framingham ,  MA",-71.4161565,42.279286
321,Stevens-Coolidge Place,NA,North Andover,MA,91,1845,6a,"North Andover ,  MA",-71.1350575,42.6987024
322,The Botanic Garden of Smith College,Smith College,Northampton,MA,127,1060,6a,"Northampton ,  MA",-72.6412013,42.3250896
323,Mount Holyoke College Botanic Garden,Mount Holyoke College,South Hadley,MA,3,1075,6a,"South Hadley ,  MA",-72.5747934,42.2591729
324,Stanley Park of Westfield,NA,Westfield,MA,1300,1085,6a,"Westfield ,  MA",-72.749538,42.1250929
325,The Case Estates,NA,Weston,MA,65,2493,6a,"Weston ,  MA",-71.3031132,42.3667625
326,Arnold Arboretum,Harvard University,Boston,MA,281,2108,6b,"Boston ,  MA",-71.0588801,42.3600825
327,Boston Public Garden,NA,Boston,MA,24,2109,6b,"Boston ,  MA",-71.0588801,42.3600825
328,Mount Auburn Cemetery,NA,Cambridge,MA,174,2138,6b,"Cambridge ,  MA",-71.1097335,42.3736158
329,Babcock Arboretum,Eastern Nazarene College,Quincy,MA,21,2169,6b,"Quincy ,  MA",-71.0022705,42.2528772
330,Heritage Museums and Gardens,NA,Sandwich,MA,100,2563,6b,"Sandwich ,  MA",-70.4939317,41.7589615
331,Elm Bank Horticulture Center,NA,Wellesley,MA,36,2457,6b,"Wellesley ,  MA",-71.2923877,42.296797
332,Hunnewell Arboretum,NA,Wellesley,MA,54,2458,6b,"Wellesley ,  MA",-71.2923877,42.296797
333,Wellesley College Botanic Gardens,Wellesley College,Wellesley,MA,22,2459,6b,"Wellesley ,  MA",-71.2923877,42.296797
334,Polly Hill Arboretum,NA,West Tisbury,MA,20,2568,7a,"West Tisbury ,  MA",-70.6744723,41.3812245
335,Ladew Topiary Gardens,NA,Monkton,MD,22,21111,6b,"Monkton ,  MD",-76.6145058,39.5781625
336,University of Maryland Arboretum & Botanical Garden,University of Maryland,College Park,MD,NA,20740,7a,"College Park ,  MD",-76.93776,38.9896967
337,Adkins Arboretum,Tuckahoe State Park,Ridgely,MD,400,21660,7a,"Ridgely ,  MD",-75.8843805,38.9478912
338,Brookside Gardens,Maryland-National Capital Park and Planning Commission,Wheaton,MD,50,20902,7a,"Wheaton ,  MD",-77.0517746,39.0414899
339,Helen Avalynne Tawes Garden,Maryland Park Service,Annapolis,MD,5,21401,7b,"Annapolis ,  MD",-76.4921829,38.9784453
340,Cylburn Arboretum,City of Baltimore Recreation and Parks Department,Baltimore,MD,207,21201,7b,"Baltimore ,  MD",-76.6121893,39.2903848
341,Howard Peters Rawlings Conservatory and Botanic Gardens of Baltimore,City of Baltimore Recreation and Parks Department,Baltimore,MD,1.5,21201,7b,"Baltimore ,  MD",-76.6121893,39.2903848
342,McCrillis Gardens,Maryland-National Capital Park and Planning Commission,Bethesda,MD,5,21201,7b,"Bethesda ,  MD",-77.0947092,38.984652
343,Historic London Town and Gardens,NA,Edgewater,MD,NA,21037,7b,"Edgewater ,  MD",-76.5629398,38.940564
344,Salisbury University Arboretum,Salisbury University,Salisbury,MD,125,21801,7b,"Salisbury ,  MD",-75.5993692,38.3606736
345,Viles Arboretum,NA,Augusta,ME,224,4330,5a,"Augusta ,  ME",-69.7794897,44.3106241
346,Ecotat Gardens and Arboretum,NA,Hermon,ME,91,4401,5a,"Hermon ,  ME",-68.9133724,44.81007
347,Fay Hyland Botanical Plantation,University of Maine,Orono,ME,10,4469,5a,"Orono ,  ME",-68.6719411,44.8831125
348,Lyle E. Littlefield Ornamentals Trial Garden,University of Maine,Orono,ME,6.5,4469,5a,"Orono ,  ME",-68.6719411,44.8831125
349,Perkins Arboretum,Colby College,Waterville,ME,128,4901,5a,"Waterville ,  ME",-69.6317121,44.5520105
350,Coastal Maine Botanical Gardens,NA,Boothbay,ME,270,4537,5b,"Boothbay ,  ME",-69.6337364,43.8762865
351,Carnegie Science Arboretum,Bates College,Lewiston,ME,NA,4240,5b,"Lewiston ,  ME",-70.2147764,44.100351
352,Longfellow Arboretum,NA,Portland,ME,47.5,4101,5b,"Portland ,  ME",-70.2568189,43.6590993
353,Shoreway Arboretum,Southern Maine Community College,South Portland,ME,21,4106,5b,"South Portland ,  ME",-70.2408811,43.6414716
354,Harvey Butler Memorial Rhododendron Sanctuary,NA,Springvale,ME,30,4083,5b,"Springvale ,  ME",-70.7936699,43.4667484
355,Wild Gardens of Acadia,Acadia National Park,Mount Desert Island,ME,NA,4609,6a,"Mount Desert Island ,  ME",-68.3021373,44.3924341
356,Michigan State University Horticulture Gardens,Michigan State University,East Lansing,MI,NA,48823,5b,"East Lansing ,  MI",-84.4838654,42.7369792
357,W. J. Beal Botanical Garden,Michigan State University,East Lansing,MI,5,48823,5b,"East Lansing ,  MI",-84.4838654,42.7369792
358,Hidden Lake Gardens,Michigan State University,Franklin Township/Tipton,MI,755,49287,5b,"Franklin Township/Tipton ,  MI",-84.0642395,42.0168804
359,Slayton Arboretum,Hillsdale College,Hillsdale,MI,14,49242,5b,"Hillsdale ,  MI",-84.6305101,41.9200472
360,Fernwood Botanical Garden and Nature Preserve,NA,Niles,MI,105,49120,5b,"Niles ,  MI",-86.2541768,41.8297694
361,Matthaei Botanical Gardens,University of Michigan,Ann Arbor,MI,300,48103,6a,"Ann Arbor ,  MI",-83.7430378,42.2808256
362,Nichols Arboretum,University of Michigan,Ann Arbor,MI,123,48103,6a,"Ann Arbor ,  MI",-83.7430378,42.2808256
363,Leila Arboretum,NA,Battle Creek,MI,72,49014,6a,"Battle Creek ,  MI",-85.1797142,42.3211522
364,Frederik Meijer Gardens & Sculpture Park,NA,Grand Rapids,MI,158,49501,6a,"Grand Rapids ,  MI",-85.6680863,42.9633599
365,Dow Gardens,NA,Midland,MI,110,48640,6a,"Midland ,  MI",-84.2472116,43.6155825
366,Anna Scripps Whitcomb Conservatory,City of Detroit,Detroit,MI,982,48201,6b,"Detroit ,  MI",-83.0457538,42.331427
367,MacArthur Park Arboretum,NA,Mount Clemens,MI,NA,48043,6b,"Mount Clemens ,  MI",-82.8779754,42.5972563
368,Northland Arboretum,Paul Bunyan Conservation Area,Brainerd,MN,583,56401,3b,"Brainerd ,  MN",-94.2020084,46.3526733
369,Bergeson Gardens,Bergeson Nursery,Fertile,MN,4,56540,3b,"Fertile ,  MN",-96.2803328,47.5360765
370,Olcott Park Greenhouse,NA,Virginia,MN,NA,55777,3b,"Virginia ,  MN",-92.5365713,47.5232596
371,Munsinger Gardens and Clemens Gardens,NA,St. Cloud,MN,14,56301,4a,"St. Cloud ,  MN",-94.1632404,45.5579451
372,Minnesota Landscape Arboretum,University of Minnesota,Chanhassen,MN,1137,55317,4b,"Chanhassen ,  MN",-93.5323103,44.8619645
373,Abbey Arboretum,College of Saint Benedict and Saint Johns University,Collegeville,MN,2944,56321,4b,"Collegeville ,  MN",-94.3641026,45.5938815
374,Leif Erickson Park & Rose Garden,NA,Duluth,MN,7,55701,4b,"Duluth ,  MN",-92.1004852,46.7866719
375,Eloise Butler Wildflower Garden and Bird Sanctuary,Theodore Wirth Park,Minneapolis,MN,15,55401,4b,"Minneapolis ,  MN",-93.2650108,44.977753
376,Lyndale Park Gardens,Lyndale Park,Minneapolis,MN,61,55401,4b,"Minneapolis ,  MN",-93.2650108,44.977753
377,Carleton College Cowling Arboretum,Carleton College,Northfield,MN,880,55057,4b,"Northfield ,  MN",-93.161604,44.4582983
378,Como Park Zoo and Conservatory,NA,Saint Paul,MN,759,55101,4b,"Saint Paul ,  MN",-93.0899578,44.9537029
379,Linnaeus Arboretum,Gustavus Adolphus College,St. Peter,MN,155,56082,4b,"St. Peter ,  MN",-93.955691,44.3258932
380,Missouri State Arboretum,Northwest Missouri State University,Maryville,MO,NA,64468,5b,"Maryville ,  MO",-94.8724706,40.3461017
381,McAlester Arboretum,University of Missouri,Columbia,MO,4,65201,6a,"Columbia ,  MO",-92.3340724,38.9517053
382,Mizzou Botanic Garden,University of Missouri,Columbia,MO,4,65201,6a,"Columbia ,  MO",-92.3340724,38.9517053
383,Shaw Nature Reserve,NA,Gray Summit,MO,2400,63039,6a,"Gray Summit ,  MO",-90.8168008,38.489775
384,Powell Gardens,NA,Kingsville,MO,970,64061,6a,"Kingsville ,  MO",-94.0699427,38.7430659
385,Ewing and Muriel Kauffman Memorial Garden,Ewing Marion Kauffman Foundation,Kansas City,MO,2,64101,6b,"Kansas City ,  MO",-94.5785667,39.0997265
386,Springfield-Greene County Botanical Center and Gardens,NA,Springfield,MO,NA,65801,6b,"Springfield ,  MO",-93.2922989,37.2089572
387,Missouri Botanical Garden,NA,St. Louis,MO,79,63101,6b,"St. Louis ,  MO",-90.1994042,38.6270025
388,Seiwa-en,NA,St. Louis,MO,14,63101,6b,"St. Louis ,  MO",-90.1994042,38.6270025
389,Jackson State University Botanical Garden,NA,Jackson,MS,NA,39201,8a,"Jackson ,  MS",-90.1848103,32.2987573
390,Simmons Arboretum,NA,Madison,MS,10,39110,8a,"Madison ,  MS",-90.1153638,32.4618086
391,Forestry Sciences Laboratory Arboretum,NA,Starkville,MS,NA,39759,8a,"Starkville ,  MS",-88.8183872,33.4503998
392,Crosby Arboretum,Mississippi State University,Picayune,MS,64,39466,8b,"Picayune ,  MS",-89.6795084,30.5254692
393,Botanical Gardens of ZooMontana,NA,Billings,MT,NA,59101,4b,"Billings ,  MT",-108.5006904,45.7832856
394,Yellowstone Arboretum of ZooMontana,NA,Billings,MT,NA,59101,4b,"Billings ,  MT",-108.5006904,45.7832856
395,Montana Arboretum and Gardens,Montana State University,Bozeman,MT,NA,59715,4b,"Bozeman ,  MT",-111.0429339,45.6769979
396,Tizer Botanic Gardens & Arboretum,NA,Jefferson City,MT,NA,59638,4b,"Jefferson City ,  MT",-112.0274956,46.3882636
397,Gatiss Gardens,NA,Kalispell,MT,5,59901,5a,"Kalispell ,  MT",-114.316813,48.1919889
398,International Larix Arboretum,NA,Hungry Horse,MT,1.2,59919,5b,"Hungry Horse ,  MT",-114.060953,48.3857979
399,Official State Arboretum,University of Montana,Missoula,MT,3,59801,5b,"Missoula ,  MT",-113.9940314,46.8721284
400,Daniel Boone Native Gardens,NA,Boone,NC,NA,28607,6b,"Boone ,  NC",-81.6745517,36.216795
401,Cherokee Botanical Garden and Nature Trail,NA,Cherokee,NC,NA,28719,6b,"Cherokee ,  NC",-83.3205859,35.4770574
402,Haywood Community College Arboretum,Haywood Community College,Clyde,NC,NA,28721,6b,"Clyde ,  NC",-82.910691,35.5334379
403,Botanical Gardens at Asheville,University of North Carolina,Asheville,NC,10,28801,7a,"Asheville ,  NC",-82.5514869,35.5950581
404,North Carolina Arboretum,NA,Asheville,NC,434,28801,7a,"Asheville ,  NC",-82.5514869,35.5950581
405,Daniel Stowe Botanical Garden,NA,Belmont,NC,380,28012,7b,"Belmont ,  NC",-81.037297,35.2429175
406,Coker Arboretum,University of North Carolina,Chapel Hill,NC,5.3,27514,7b,"Chapel Hill ,  NC",-79.0558445,35.9131996
407,North Carolina Botanical Garden,University of North Carolina,Chapel Hill,NC,910,27514,7b,"Chapel Hill ,  NC",-79.0558445,35.9131996
408,William Lanier Hunt Arboretum,University of North Carolina,Chapel Hill,NC,100,27514,7b,"Chapel Hill ,  NC",-79.0558445,35.9131996
409,Tanglewood Park Arboretum and Rose Garden,NA,Clemmons,NC,NA,27012,7b,"Clemmons ,  NC",-80.3819984,36.0215258
410,Davidson College Arboretum,Davidson College,Davidson,NC,100,28035,7b,"Davidson ,  NC",-80.8486846,35.4993031
411,Sarah P. Duke Gardens,Duke University,Durham,NC,55,27701,7b,"Durham ,  NC",-78.898619,35.9940329
412,Elon University Botanical Gardens,Elon University,Elon,NC,NA,27244,7b,"Elon ,  NC",-79.5115433,36.0982762
413,Greensboro Arboretum,NA,Greensboro,NC,17,27401,7b,"Greensboro ,  NC",-79.7919754,36.0726354
414,The Bog Garden,NA,Greensboro,NC,7,27401,7b,"Greensboro ,  NC",-79.7919754,36.0726354
415,Mariana H. Qubein Arboretum & Botanical Gardens,High Point University,High Point,NC,NA,27260,7b,"High Point ,  NC",-80.0053176,35.9556923
416,De Hart Botanical Gardens,NA,Louisburg,NC,172,27549,7b,"Louisburg ,  NC",-78.301106,36.0990393
417,Barred Owl Bend,NA,Pittsboro,NC,5.4,27228,7b,"Pittsboro ,  NC",-79.1772371,35.7201463
418,J. C. Raulston Arboretum,North Carolina State University,Raleigh,NC,10,27601,7b,"Raleigh ,  NC",-78.6381787,35.7795897
419,Juniper Level Botanic Gardens,NA,Raleigh,NC,28,27601,7b,"Raleigh ,  NC",-78.6381787,35.7795897
420,Reynolda Gardens,Wake Forest University,Winston-Salem,NC,129,27101,7b,"Winston-Salem ,  NC",-80.244216,36.0998596
421,University of North Carolina at Charlotte Botanical Gardens,University of North Carolina,Charlotte,NC,NA,28201,8a,"Charlotte ,  NC",-80.8431267,35.2270869
422,Wing Haven Gardens and Bird Sanctuary,NA,Charlotte,NC,3,28201,8a,"Charlotte ,  NC",-80.8431267,35.2270869
423,Cape Fear Botanical Garden,NA,Fayetteville,NC,80,28301,8a,"Fayetteville ,  NC",-78.8783585,35.0526641
424,Sandhills Horticultural Gardens,Sandhills Community College,Pinehurst,NC,27,28370,8a,"Pinehurst ,  NC",-79.4694767,35.1954345
425,Airlie Gardens,NA,Wilmington,NC,67,28401,8a,"Wilmington ,  NC",-77.8868117,34.2103894
426,New Hanover County Extension Service Arboretum,NA,Wilmington,NC,7,28401,8a,"Wilmington ,  NC",-77.8868117,34.2103894
427,University of North Carolina at Wilmington Arboretum,University of North Carolina,Wilmington,NC,NA,28401,8a,"Wilmington ,  NC",-77.8868117,34.2103894
428,Berthold Public School Arboretum,NA,Berthold,ND,NA,58718,3b,"Berthold ,  ND",-101.7371078,48.313069
429,Gunlogson Arboretum Nature Preserve,NA,Cavalier,ND,912,58220,3b,"Cavalier ,  ND",-97.6223098,48.7938813
430,International Peace Garden,NA,Rolette County,ND,2336,58366,3b,"Rolette County ,  ND",-99.8791166,48.6981517
431,Denbigh Experimental Forest,NA,Towner,ND,636,58788,3b,"Towner ,  ND",-100.4054123,48.3458325
432,Northern Plains Botanic Garden Society,NA,Fargo,ND,NA,58102,4a,"Fargo ,  ND",-96.7898034,46.8771863
433,Fort Stevenson State Park Arboretum,NA,Garrison,ND,438,58540,4a,"Garrison ,  ND",-101.4157165,47.6522225
434,Myra Arboretum,NA,Larimore,ND,26,58251,4a,"Larimore ,  ND",-97.6267539,47.9066569
435,Northfield Park Arboretum,NA,Gering,NE,15,69341,5a,"Gering ,  NE",-103.6577616,41.8263619
436,Gilman Park Arboretum,NA,Pierce,NE,14,68767,5a,"Pierce ,  NE",-97.5267247,42.19917
437,D. A. Murphy Panhandle Arboretum,NA,Scottsbluff,NE,40,69361,5a,"Scottsbluff ,  NE",-103.6671662,41.8666341
438,Wayne State College Arboretum,Wayne State College,Wayne,NE,127,68787,5a,"Wayne ,  NE",-97.0178236,42.2305588
439,Governor Furnas Arboretum,NA,Brownville,NE,NA,68321,5b,"Brownville ,  NE",-95.6580455,40.3977793
440,Doane College Osterhout Arboretum,Doane College,Crete,NE,300,68333,5b,"Crete ,  NE",-96.9615141,40.6252173
441,Itha T. Krumme Memorial Arboretum,NA,Falls City,NE,2,68355,5b,"Falls City ,  NE",-95.6019294,40.0608352
442,Norris Forest School Arboretum,NA,Hickman,NE,160,68372,5b,"Hickman ,  NE",-96.633629,40.6191676
443,Alice Abel Arboretum,Nebraska Wesleyan University,Lincoln,NE,25,68501,5b,"Lincoln ,  NE",-96.7025955,40.813616
444,Joshua C. Turner Arboretum,Union College,Lincoln,NE,30,68501,5b,"Lincoln ,  NE",-96.7025955,40.813616
445,Maxwell Arboretum,University of Nebraska,Lincoln,NE,5,68501,5b,"Lincoln ,  NE",-96.7025955,40.813616
446,State Fair Park Arboretum,NA,Lincoln,NE,NA,68501,5b,"Lincoln ,  NE",-96.7025955,40.813616
447,Arbor Lodge State Historical Park and Arboretum,NA,Nebraska City,NE,74,68410,5b,"Nebraska City ,  NE",-95.8593616,40.6765745
448,Lauritzen Gardens Omaha Botanical Center,NA,Omaha,NE,100,68046,5b,"Omaha ,  NE",-95.9345034,41.2565369
449,Nathans Garden,NA,Hanover,NH,1,3755,5a,"Hanover ,  NH",-72.2895526,43.7022451
450,Rhododendron State Park,NA,Fitzwilliam,NH,2723,3447,5b,"Fitzwilliam ,  NH",-72.141749,42.7806396
451,Bedrock Gardens,NA,Lee,NH,20,3824,5b,"Lee ,  NH",-71.0120127,43.122244
452,Rockingham County Botanical Garden,NA,Brentwood,NH,10,3833,6a,"Brentwood ,  NH",-71.0735503,42.9780248
453,Fuller Gardens,NA,North Hampton,NH,2.8,3862,6a,"North Hampton ,  NH",-70.8351792,42.9737623
454,Willowwood Arboretum,NA,Chester,NJ,130,7930,6a,"Chester ,  NJ",-74.6968284,40.7842667
455,Bamboo Brook Outdoor Education Center,Morris County Park Commission,Chester Township,NJ,670,7931,6b,"Chester Township ,  NJ",-74.6985891,40.7652883
456,Colonial Park Arboretum and Gardens,NA,East Millstone,NJ,144,8873,6b,"East Millstone ,  NJ",-74.580712,40.5014929
457,Leonard J. Buck Garden,NA,Far Hills,NJ,33,7931,6b,"Far Hills ,  NJ",-74.6357148,40.684268
458,Hunterdon County Arboretum,NA,Lebanon,NJ,73,8833,6b,"Lebanon ,  NJ",-74.8359987,40.6417683
459,Florence and Robert Zuck Arboretum,Drew University,Madison,NJ,186,7940,6b,"Madison ,  NJ",-74.417097,40.7598227
460,Frelinghuysen Arboretum,NA,Morristown,NJ,127,7960,6b,"Morristown ,  NJ",-74.4815438,40.7967667
461,Stony Brook Millstone Watershed Arboretum,NA,Pennington,NJ,860,8534,6b,"Pennington ,  NJ",-74.790718,40.3284402
462,Herrontown Woods Arboretum,NA,Princeton,NJ,142,8540,6b,"Princeton ,  NJ",-74.6672226,40.3572976
463,Skylands,Ringwood State Park,Ringwood,NJ,1119,7456,6b,"Ringwood ,  NJ",-74.2454254,41.1134289
464,Cora Hartshorn Arboretum and Bird Sanctuary,NA,Short Hills,NJ,16.5,7078,6b,"Short Hills ,  NJ",-74.3232194,40.7483499
465,Duke Gardens,NA,Somerville,NJ,2740,8876,6b,"Somerville ,  NJ",-74.60988,40.5742696
466,Reeves-Reed Arboretum,NA,Summit,NJ,13.5,7901,6b,"Summit ,  NJ",-74.3646122,40.7146376
467,Wagner Farm Arboretum,NA,Warren,NJ,3.5,7059,6b,"Warren ,  NJ",-74.5004796,40.6342489
468,Pohatcong Native Arboretum,NA,Washington,NJ,NA,7882,6b,"Washington ,  NJ",-74.9793378,40.7584326
469,Sayen Park Botanical Garden,NA,Hamilton Township,NJ,30,8609,7a,"Hamilton Township ,  NJ",-74.6796651,40.2115109
470,Holmdel Arboretum,NA,Holmdel,NJ,22,7733,7a,"Holmdel ,  NJ",-74.1840322,40.3451095
471,Sister Mary Grace Burns Arboretum,Georgian Court University,Lakewood,NJ,155,8701,7a,"Lakewood ,  NJ",-74.2097014,40.082129
472,Lewis W. Barton Arboretum,NA,Medford,NJ,168,8055,7a,"Medford ,  NJ",-74.8390162,39.8661826
473,Howard Van Vleck Arboretum,NA,Montclair,NJ,3.5,7042,7a,"Montclair ,  NJ",-74.2090053,40.8259007
474,Presby Memorial Iris Gardens,NA,Montclair,NJ,6.5,7043,7a,"Montclair ,  NJ",-74.2090053,40.8259007
